Chromosome,Arm,Band,Abnormality,MorphName,Morph,TopoName,Topo,CaseCount,Gene,Type
2,p,25,add(2)(p25),"Acute myeloid leukemia, NOS",1101,,,6,,U
2,q,11,add(2)(q11),"Acute myeloid leukemia, NOS",1101,,,5,,U
2,q,21,add(2)(q21),"Acute myeloid leukemia, NOS",1101,,,5,,U
2,q,31,add(2)(q31),"Acute myeloid leukemia, NOS",1101,,,5,,U
2,q,31,add(2)(q31),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
2,q,32,add(2)(q32),"Acute myeloid leukemia, NOS",1101,,,4,,U
2,q,33,add(2)(q33),"Acute myeloid leukemia, NOS",1101,,,7,,U
2,q,33,add(2)(q33),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
2,q,33,add(2)(q33),Acute promyelocytic leukemia (FAB type M3),1106,,,3,,U
2,q,33,add(2)(q33),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
2,q,34,add(2)(q34),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
2,q,35,add(2)(q35),"Acute myeloid leukemia, NOS",1101,,,5,,U
2,q,37,add(2)(q37),"Acute myeloid leukemia, NOS",1101,,,17,,U
2,q,37,add(2)(q37),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
2,q,37,add(2)(q37),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
2,q,37,add(2)(q37),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
2,q,37,add(2)(q37),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
2,q,37,add(2)(q37),Acute erythroleukemia (FAB type M6),1112,,,2,,U
20,p,11,add(20)(p11),"Acute myeloid leukemia, NOS",1101,,,3,,U
20,p,12,add(20)(p12),"Acute myeloid leukemia, NOS",1101,,,3,,U
20,p,13,add(20)(p13),"Acute myeloid leukemia, NOS",1101,,,10,,U
20,p,13,add(20)(p13),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,,U
20,p,13,add(20)(p13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
20,p,13,add(20)(p13),Acute erythroleukemia (FAB type M6),1112,,,4,,U
20,q,11,add(20)(q11),"Acute myeloid leukemia, NOS",1101,,,10,,U
20,q,11,add(20)(q11),Acute erythroleukemia (FAB type M6),1112,,,3,,U
20,q,12,add(20)(q12),"Acute myeloid leukemia, NOS",1101,,,5,,U
20,q,13,add(20)(q13),"Acute myeloid leukemia, NOS",1101,,,15,,U
20,q,13,add(20)(q13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
21,p,11,add(21)(p11),"Acute myeloid leukemia, NOS",1101,,,34,,U
21,p,11,add(21)(p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
21,p,11,add(21)(p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
21,p,11,add(21)(p11),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
21,p,11,add(21)(p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
21,p,11,add(21)(p11),Acute erythroleukemia (FAB type M6),1112,,,6,,U
21,p,11,add(21)(p11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,5,,U
21,p,13,add(21)(p13),"Acute myeloid leukemia, NOS",1101,,,4,,U
21,p,13,add(21)(p13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
21,p,13,add(21)(p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
21,q,11,add(21)(q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
21,q,11,add(21)(q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
21,q,21,add(21)(q21),"Acute myeloid leukemia, NOS",1101,,,3,,U
21,q,22,add(21)(q22),"Acute myeloid leukemia, NOS",1101,,,56,,U
21,q,22,add(21)(q22),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
21,q,22,add(21)(q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,4,,U
21,q,22,add(21)(q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,13,,U
21,q,22,add(21)(q22),Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
21,q,22,add(21)(q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
21,q,22,add(21)(q22),Acute monoblastic leukemia (FAB type M5),1108,,,5,,U
21,q,22,add(21)(q22),Acute monoblastic leukemia with differentiation (FAB type M5b),1110,,,3,,U
21,q,22,add(21)(q22),Acute erythroleukemia (FAB type M6),1112,,,9,,U
21,q,22,add(21)(q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
21,q,22,add(21)(q22),"Acute myeloid leukemia, special type",1199,,,2,,U
22,p,11,add(22)(p11),"Acute myeloid leukemia, NOS",1101,,,16,,U
22,p,11,add(22)(p11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
22,p,11,add(22)(p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
22,p,11,add(22)(p11),Acute promyelocytic leukemia (FAB type M3),1106,,,3,,U
22,p,11,add(22)(p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
22,p,11,add(22)(p11),Acute erythroleukemia (FAB type M6),1112,,,6,,U
22,p,12,add(22)(p12),"Acute myeloid leukemia, NOS",1101,,,4,,U
22,p,13,add(22)(p13),"Acute myeloid leukemia, NOS",1101,,,7,,U
22,q,11,add(22)(q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
22,q,11,add(22)(q11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
22,q,11,add(22)(q11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
22,q,12,add(22)(q12),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
22,q,13,add(22)(q13),"Acute myeloid leukemia, NOS",1101,,,18,,U
22,q,13,add(22)(q13),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
22,q,13,add(22)(q13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,4,,U
22,q,13,add(22)(q13),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
22,q,13,add(22)(q13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
22,q,13,add(22)(q13),Acute erythroleukemia (FAB type M6),1112,,,4,,U
22,q,13,add(22)(q13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,8,,U
3,p,11,add(3)(p11),"Acute myeloid leukemia, NOS",1101,,,13,,U
3,p,11,add(3)(p11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
3,p,11,add(3)(p11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
3,p,11,add(3)(p11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
3,p,12,add(3)(p12),"Acute myeloid leukemia, NOS",1101,,,6,,U
3,p,13,add(3)(p13),"Acute myeloid leukemia, NOS",1101,,,8,,U
3,p,13,add(3)(p13),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
3,p,13,add(3)(p13),Acute erythroleukemia (FAB type M6),1112,,,4,,U
3,p,21,add(3)(p21),"Acute myeloid leukemia, NOS",1101,,,13,,U
3,p,21,add(3)(p21),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
3,p,22,add(3)(p22),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,p,24,add(3)(p24),"Acute myeloid leukemia, NOS",1101,,,3,,U
3,p,25,add(3)(p25),"Acute myeloid leukemia, NOS",1101,,,7,,U
3,p,25,add(3)(p25),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
3,p,25,add(3)(p25),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
3,p,25,add(3)(p25),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
3,p,25,add(3)(p25),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
3,p,25,add(3)(p25),Acute erythroleukemia (FAB type M6),1112,,,2,,U
3,p,26,add(3)(p26),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
3,q,10,add(3)(q10),"Acute myeloid leukemia, NOS",1101,,,2,,U
3,q,11,add(3)(q11),"Acute myeloid leukemia, NOS",1101,,,7,,U
3,q,11,add(3)(q11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
3,q,12,add(3)(q12),"Acute myeloid leukemia, NOS",1101,,,5,,U
3,q,12,add(3)(q12),Acute monoblastic leukemia (FAB type M5),1108,,,3,,U
3,q,12,add(3)(q12),Acute erythroleukemia (FAB type M6),1112,,,2,,U
3,q,21,add(3)(q21),"Acute myeloid leukemia, NOS",1101,,,23,,U
3,q,21,add(3)(q21),Acute megakaryoblastic leukemia (FAB type M7),1113,,,6,,U
3,q,24,add(3)(q24),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
3,q,25,add(3)(q25),"Acute myeloid leukemia, NOS",1101,,,4,,U
3,q,26,add(3)(q26),"Acute myeloid leukemia, NOS",1101,,,17,,U
3,q,26,add(3)(q26),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
3,q,27,add(3)(q27),"Acute myeloid leukemia, NOS",1101,,,11,,U
3,q,27,add(3)(q27),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,,U
3,q,27,add(3)(q27),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
3,q,29,add(3)(q29),"Acute myeloid leukemia, NOS",1101,,,4,,U
3,q,29,add(3)(q29),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
3,q,29,add(3)(q29),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
3,q,29,add(3)(q29),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
4,p,12,add(4)(p12),"Acute myeloid leukemia, NOS",1101,,,3,,U
4,p,12,add(4)(p12),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
4,p,14,add(4)(p14),"Acute myeloid leukemia, NOS",1101,,,5,,U
4,p,15,add(4)(p15),"Acute myeloid leukemia, NOS",1101,,,3,,U
4,p,15,add(4)(p15),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
4,p,16,add(4)(p16),"Acute myeloid leukemia, NOS",1101,,,8,,U
4,p,16,add(4)(p16),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
4,p,16,add(4)(p16),Acute promyelocytic leukemia (FAB type M3),1106,,,3,,U
4,p,16,add(4)(p16),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
4,q,12,add(4)(q12),"Acute myeloid leukemia, NOS",1101,,,2,,U
4,q,21,add(4)(q21),"Acute myeloid leukemia, NOS",1101,,,19,,U
4,q,21,add(4)(q21),Acute erythroleukemia (FAB type M6),1112,,,3,,U
4,q,21,add(4)(q21),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
4,q,22,add(4)(q22),"Acute myeloid leukemia, NOS",1101,,,2,,U
4,q,23,add(4)(q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
4,q,24,add(4)(q24),"Acute myeloid leukemia, NOS",1101,,,2,,U
4,q,25,add(4)(q25),"Acute myeloid leukemia, NOS",1101,,,3,,U
4,q,25,add(4)(q25),Acute erythroleukemia (FAB type M6),1112,,,2,,U
4,q,31,add(4)(q31),"Acute myeloid leukemia, NOS",1101,,,2,,U
4,q,31,add(4)(q31),Acute erythroleukemia (FAB type M6),1112,,,4,,U
4,q,31,add(4)(q31),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
4,q,32,add(4)(q32),"Acute myeloid leukemia, NOS",1101,,,7,,U
4,q,35,add(4)(q35),"Acute myeloid leukemia, NOS",1101,,,4,,U
4,q,35,add(4)(q35),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
5,p,11,add(5)(p11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
5,p,13,add(5)(p13),"Acute myeloid leukemia, NOS",1101,,,3,,U
5,p,15,add(5)(p15),"Acute myeloid leukemia, NOS",1101,,,12,,U
5,p,15,add(5)(p15),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
5,p,15,add(5)(p15),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
5,p,15,add(5)(p15),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,,U
5,q,11,add(5)(q11),"Acute myeloid leukemia, NOS",1101,,,40,,U
5,q,11,add(5)(q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
5,q,11,add(5)(q11),Acute erythroleukemia (FAB type M6),1112,,,12,,U
5,q,12,add(5)(q12),"Acute myeloid leukemia, NOS",1101,,,8,,U
5,q,13,add(5)(q13),"Acute myeloid leukemia, NOS",1101,,,34,,U
5,q,13,add(5)(q13),Acute erythroleukemia (FAB type M6),1112,,,6,,U
5,q,14,add(5)(q14),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,q,15,add(5)(q15),"Acute myeloid leukemia, NOS",1101,,,3,,U
5,q,15,add(5)(q15),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
5,q,15,add(5)(q15),Acute erythroleukemia (FAB type M6),1112,,,3,,U
5,q,22,add(5)(q22),"Acute myeloid leukemia, NOS",1101,,,9,,U
5,q,22,add(5)(q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
5,q,23,add(5)(q23),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,q,31,add(5)(q31),"Acute myeloid leukemia, NOS",1101,,,10,,U
5,q,31,add(5)(q31),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
5,q,31,add(5)(q31),Acute erythroleukemia (FAB type M6),1112,,,3,,U
5,q,33,add(5)(q33),"Acute myeloid leukemia, NOS",1101,,,2,,U
5,q,35,add(5)(q35),"Acute myeloid leukemia, NOS",1101,,,3,,U
5,q,35,add(5)(q35),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
5,q,35,add(5)(q35),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
5,q,35,add(5)(q35),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
6,p,11,add(6)(p11),"Acute myeloid leukemia, NOS",1101,,,2,,U
6,p,11,add(6)(p11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
6,p,12,add(6)(p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
6,p,21,add(6)(p21),"Acute myeloid leukemia, NOS",1101,,,10,,U
6,p,21,add(6)(p21),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
6,p,21,add(6)(p21),Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
6,p,21,add(6)(p21),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
6,p,21,add(6)(p21),Acute erythroleukemia (FAB type M6),1112,,,2,,U
6,p,22,add(6)(p22),"Acute myeloid leukemia, NOS",1101,,,9,,U
6,p,22,add(6)(p22),Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
6,p,22,add(6)(p22),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
6,p,23,add(6)(p23),"Acute myeloid leukemia, NOS",1101,,,11,,U
6,p,23,add(6)(p23),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,,U
6,p,23,add(6)(p23),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
6,p,24,add(6)(p24),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
6,p,25,add(6)(p25),"Acute myeloid leukemia, NOS",1101,,,11,,U
6,p,25,add(6)(p25),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
6,p,25,add(6)(p25),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
6,p,25,add(6)(p25),Acute erythroleukemia (FAB type M6),1112,,,3,,U
6,p,25,add(6)(p25),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
6,q,12,add(6)(q12),"Acute myeloid leukemia, NOS",1101,,,4,,U
6,q,13,add(6)(q13),"Acute myeloid leukemia, NOS",1101,,,9,,U
6,q,15,add(6)(q15),"Acute myeloid leukemia, NOS",1101,,,4,,U
6,q,15,add(6)(q15),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
6,q,21,add(6)(q21),"Acute myeloid leukemia, NOS",1101,,,7,,U
6,q,22,add(6)(q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
6,q,23,add(6)(q23),"Acute myeloid leukemia, NOS",1101,,,3,,U
6,q,23,add(6)(q23),Acute erythroleukemia (FAB type M6),1112,,,2,,U
6,q,23,add(6)(q23),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
6,q,25,add(6)(q25),"Acute myeloid leukemia, NOS",1101,,,5,,U
6,q,27,add(6)(q27),"Acute myeloid leukemia, NOS",1101,,,4,,U
6,q,27,add(6)(q27),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
6,q,27,add(6)(q27),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
6,q,27,add(6)(q27),Acute megakaryoblastic leukemia (FAB type M7),1113,,,3,,U
7,p,11,add(7)(p11),"Acute myeloid leukemia, NOS",1101,,,15,,U
7,p,11,add(7)(p11),Acute erythroleukemia (FAB type M6),1112,,,2,,U
7,p,11,add(7)(p11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,11,,U
7,p,11,add(7)(p11),"Acute myeloid leukemia, special type",1199,,,3,,U
7,p,13,add(7)(p13),"Acute myeloid leukemia, NOS",1101,,,8,,U
7,p,13,add(7)(p13),Acute erythroleukemia (FAB type M6),1112,,,2,,U
7,p,15,add(7)(p15),"Acute myeloid leukemia, NOS",1101,,,9,,U
7,p,15,add(7)(p15),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
7,p,15,add(7)(p15),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
7,p,21,add(7)(p21),"Acute myeloid leukemia, NOS",1101,,,3,,U
7,p,21,add(7)(p21),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
7,p,22,add(7)(p22),"Acute myeloid leukemia, NOS",1101,,,13,,U
7,p,22,add(7)(p22),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
7,p,22,add(7)(p22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
7,p,22,add(7)(p22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,5,,U
7,p,22,add(7)(p22),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
7,p,22,add(7)(p22),Acute erythroleukemia (FAB type M6),1112,,,2,,U
7,p,22,add(7)(p22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
7,q,11,add(7)(q11),"Acute myeloid leukemia, NOS",1101,,,37,,U
7,q,11,add(7)(q11),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,,U
7,q,11,add(7)(q11),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
7,q,11,add(7)(q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
7,q,11,add(7)(q11),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
7,q,11,add(7)(q11),Acute myelomonocytic leukemia (FAB type M4),1107,,,5,,U
7,q,11,add(7)(q11),Acute erythroleukemia (FAB type M6),1112,,,5,,U
7,q,21,add(7)(q21),"Acute myeloid leukemia, NOS",1101,,,7,,U
7,q,21,add(7)(q21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
7,q,21,add(7)(q21),Acute erythroleukemia (FAB type M6),1112,,,4,,U
7,q,22,add(7)(q22),"Acute myeloid leukemia, NOS",1101,,,32,,U
7,q,22,add(7)(q22),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,3,,U
7,q,22,add(7)(q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,7,,U
7,q,22,add(7)(q22),Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
7,q,22,add(7)(q22),Acute myelomonocytic leukemia (FAB type M4),1107,,,5,,U
7,q,22,add(7)(q22),Acute monoblastic leukemia (FAB type M5),1108,,,4,,U
7,q,22,add(7)(q22),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,4,,U
7,q,22,add(7)(q22),Acute erythroleukemia (FAB type M6),1112,,,4,,U
7,q,22,add(7)(q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,4,,U
7,q,31,add(7)(q31),"Acute myeloid leukemia, NOS",1101,,,9,,U
7,q,31,add(7)(q31),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
7,q,31,add(7)(q31),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
7,q,31,add(7)(q31),Acute promyelocytic leukemia (FAB type M3),1106,,,2,,U
7,q,32,add(7)(q32),"Acute myeloid leukemia, NOS",1101,,,18,,U
7,q,32,add(7)(q32),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,5,,U
7,q,32,add(7)(q32),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,4,,U
7,q,32,add(7)(q32),Acute promyelocytic leukemia (FAB type M3),1106,,,5,,U
7,q,32,add(7)(q32),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
7,q,32,add(7)(q32),Acute monoblastic leukemia without differentiation (FAB type M5a),1109,,,2,,U
7,q,36,add(7)(q36),"Acute myeloid leukemia, NOS",1101,,,13,,U
7,q,36,add(7)(q36),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,6,,U
7,q,36,add(7)(q36),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
8,p,11,add(8)(p11),"Acute myeloid leukemia, NOS",1101,,,8,,U
8,p,11,add(8)(p11),Acute myelomonocytic leukemia (FAB type M4),1107,,,2,,U
8,p,11,add(8)(p11),Acute monoblastic leukemia (FAB type M5),1108,,,2,,U
8,p,12,add(8)(p12),"Acute myeloid leukemia, NOS",1101,,,2,,U
8,p,12,add(8)(p12),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
8,p,21,add(8)(p21),"Acute myeloid leukemia, NOS",1101,,,10,,U
8,p,21,add(8)(p21),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
8,p,23,add(8)(p23),"Acute myeloid leukemia, NOS",1101,,,16,,U
8,p,23,add(8)(p23),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
8,p,23,add(8)(p23),Acute promyelocytic leukemia (FAB type M3),1106,,,4,,U
8,q,11,add(8)(q11),"Acute myeloid leukemia, NOS",1101,,,2,,U
8,q,11,add(8)(q11),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
8,q,13,add(8)(q13),"Acute myeloid leukemia, NOS",1101,,,3,,U
8,q,22,add(8)(q22),"Acute myeloid leukemia, NOS",1101,,,7,,U
8,q,22,add(8)(q22),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
8,q,22,add(8)(q22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,3,,U
8,q,22,add(8)(q22),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
8,q,24,add(8)(q24),"Acute myeloid leukemia, NOS",1101,,,27,,U
8,q,24,add(8)(q24),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
8,q,24,add(8)(q24),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,7,,U
8,q,24,add(8)(q24),Acute promyelocytic leukemia (FAB type M3),1106,,,3,,U
8,q,24,add(8)(q24),Acute myelomonocytic leukemia (FAB type M4),1107,,,3,,U
8,q,24,add(8)(q24),Acute erythroleukemia (FAB type M6),1112,,,2,,U
8,q,24,add(8)(q24),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
9,p,11,add(9)(p11),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
9,p,12,add(9)(p12),Acute myeloblastic leukemia with minimal differentiation (FAB type M0),1102,,,2,,U
9,p,13,add(9)(p13),"Acute myeloid leukemia, NOS",1101,,,12,,U
9,p,13,add(9)(p13),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,3,,U
9,p,13,add(9)(p13),Acute megakaryoblastic leukemia (FAB type M7),1113,,,2,,U
9,p,21,add(9)(p21),"Acute myeloid leukemia, NOS",1101,,,2,,U
9,p,22,add(9)(p22),"Acute myeloid leukemia, NOS",1101,,,13,,U
9,p,22,add(9)(p22),Acute myeloblastic leukemia with maturation (FAB type M2),1104,,,2,,U
9,p,22,add(9)(p22),Acute promyelocytic leukemia (FAB type M3),1106,,,3,,U
9,p,24,add(9)(p24),"Acute myeloid leukemia, NOS",1101,,,9,,U
9,p,24,add(9)(p24),Acute myeloblastic leukemia without maturation (FAB type M1),1103,,,2,,U
